"dteday","weathersit","season","mnth","temp","hum","windspeed","cnt","predict_cnt"
"2012-01-01",1,1,1,0.37,0.6925,0.192167,2294,2980
"2012-01-02",1,1,1,0.273043,0.381304,0.329665,1951,3197
"2012-01-03",1,1,1,0.15,0.44125,0.365671,2236,2481
"2012-01-04",2,1,1,0.1075,0.414583,0.1847,2368,2526
"2012-01-05",1,1,1,0.265833,0.524167,0.129987,3272,3378
"2012-01-06",1,1,1,0.334167,0.542083,0.167908,4098,3884
"2012-01-07",1,1,1,0.393333,0.531667,0.174758,4521,3798
"2012-01-08",1,1,1,0.3375,0.465,0.191542,3425,3362
"2012-01-09",2,1,1,0.224167,0.701667,0.0989,2376,2499
"2012-01-10",1,1,1,0.308696,0.646522,0.187552,3598,3541
"2012-01-11",2,1,1,0.274167,0.8475,0.131221,2177,2440
"2012-01-12",2,1,1,0.3825,0.802917,0.180967,4097,3630
"2012-01-13",1,1,1,0.274167,0.5075,0.378108,3214,3190
"2012-01-14",1,1,1,0.18,0.4575,0.187183,2493,2515
"2012-01-15",1,1,1,0.166667,0.419167,0.251258,2311,2441
"2012-01-16",1,1,1,0.19,0.5225,0.231358,2298,2729
"2012-01-17",2,1,1,0.373043,0.716087,0.34913,2935,3123
"2012-01-18",1,1,1,0.303333,0.443333,0.415429,3376,3375
"2012-01-19",1,1,1,0.19,0.4975,0.220158,3292,3026
"2012-01-20",2,1,1,0.2175,0.45,0.20275,3163,2952
"2012-01-21",2,1,1,0.173333,0.83125,0.222642,1301,2294
"2012-01-22",2,1,1,0.1625,0.79625,0.199638,1977,2289
"2012-01-23",2,1,1,0.218333,0.91125,0.110708,2432,2316
"2012-01-24",1,1,1,0.3425,0.835833,0.123767,4339,3740
"2012-01-25",1,1,1,0.294167,0.64375,0.161071,4270,3301
"2012-01-26",2,1,1,0.341667,0.769583,0.0733958,4075,3620
"2012-01-27",2,1,1,0.425,0.74125,0.342667,3456,3563
"2012-01-28",1,1,1,0.315833,0.543333,0.210829,4023,3644
"2012-01-29",1,1,1,0.2825,0.31125,0.24005,3243,3178
"2012-01-30",1,1,1,0.269167,0.400833,0.215792,3624,3321
"2012-01-31",1,1,1,0.39,0.416667,0.261817,4509,4078
"2012-02-01",1,1,2,0.469167,0.507917,0.189067,4579,4754
"2012-02-02",2,1,2,0.399167,0.672917,0.187187,3761,3691
"2012-02-03",1,1,2,0.313333,0.526667,0.178496,4151,3882
"2012-02-04",2,1,2,0.264167,0.779583,0.121896,2832,2572
"2012-02-05",2,1,2,0.265833,0.687917,0.175996,2947,2770
"2012-02-06",1,1,2,0.282609,0.622174,0.1538,3784,3484
"2012-02-07",1,1,2,0.354167,0.49625,0.147379,4375,4087
"2012-02-08",2,1,2,0.256667,0.722917,0.133721,2802,2669
"2012-02-09",1,1,2,0.265,0.562083,0.194037,3830,3543
"2012-02-10",2,1,2,0.280833,0.54,0.116929,3831,3327
"2012-02-11",3,1,2,0.224167,0.73125,0.289796,2169,2157
"2012-02-12",1,1,2,0.1275,0.464583,0.409212,1529,2287
"2012-02-13",1,1,2,0.2225,0.41125,0.167283,3422,3121
"2012-02-14",2,1,2,0.319167,0.50875,0.141179,3922,3649
"2012-02-15",1,1,2,0.348333,0.53125,0.1816,4169,3772
"2012-02-16",2,1,2,0.316667,0.752917,0.091425,3005,3321
"2012-02-17",1,1,2,0.343333,0.634583,0.205846,4154,3852
"2012-02-18",1,1,2,0.346667,0.534583,0.190929,4318,3654
"2012-02-19",2,1,2,0.28,0.515833,0.253112,2689,2858
"2012-02-20",1,1,2,0.28,0.507826,0.229083,3129,3322
"2012-02-21",1,1,2,0.287826,0.594348,0.205717,3777,3528
"2012-02-22",1,1,2,0.395833,0.567917,0.234471,4773,4313
"2012-02-23",1,1,2,0.454167,0.554583,0.190913,5062,4703
"2012-02-24",2,1,2,0.4075,0.7375,0.237567,3487,3561
"2012-02-25",1,1,2,0.290833,0.395833,0.421642,2732,3100
"2012-02-26",1,1,2,0.279167,0.41,0.205229,3389,3181
"2012-02-27",1,1,2,0.366667,0.490833,0.268033,4322,3937
"2012-02-28",1,1,2,0.359167,0.395833,0.193417,4363,4110
"2012-02-29",2,1,2,0.344348,0.804783,0.179117,1834,2623
"2012-03-01",1,1,3,0.485833,0.615417,0.226987,4990,5244
"2012-03-02",2,1,3,0.353333,0.657083,0.144904,3194,3750
"2012-03-03",2,1,3,0.414167,0.62125,0.161079,4066,4115
"2012-03-04",1,1,3,0.325833,0.403333,0.334571,3423,3612
"2012-03-05",1,1,3,0.243333,0.50625,0.228858,3333,3439
"2012-03-06",1,1,3,0.258333,0.456667,0.200875,3956,3657
"2012-03-07",1,1,3,0.404167,0.513333,0.345779,4916,4498
"2012-03-08",1,1,3,0.5275,0.5675,0.441563,5382,5413
"2012-03-09",2,1,3,0.410833,0.407083,0.4148,4569,4265
"2012-03-10",1,1,3,0.2875,0.350417,0.22575,4118,3764
"2012-03-11",1,1,3,0.361739,0.476957,0.222587,4911,4234
"2012-03-12",1,1,3,0.466667,0.489167,0.207713,5298,5171
"2012-03-13",1,1,3,0.565,0.6175,0.23695,5847,5622
"2012-03-14",1,1,3,0.5725,0.507083,0.115062,6312,6054
"2012-03-15",1,1,3,0.5575,0.579583,0.149883,6192,5896
"2012-03-16",2,1,3,0.435833,0.842083,0.113192,4378,4445
"2012-03-17",2,1,3,0.514167,0.755833,0.110704,7836,6571
"2012-03-18",2,1,3,0.4725,0.81,0.126883,5892,5259
"2012-03-19",1,1,3,0.545,0.72875,0.162317,6153,5828
"2012-03-20",1,1,3,0.560833,0.807917,0.121271,6093,5897
"2012-03-21",2,2,3,0.531667,0.82125,0.0895583,6230,6150
"2012-03-22",1,2,3,0.554167,0.83125,0.117562,6871,6302
"2012-03-23",2,2,3,0.601667,0.694167,0.1163,8362,7303
"2012-03-24",2,2,3,0.5025,0.885417,0.192783,3372,5191
"2012-03-25",2,2,3,0.4375,0.880833,0.220775,4996,4683
"2012-03-26",1,2,3,0.445833,0.477917,0.386821,5558,5490
"2012-03-27",1,2,3,0.323333,0.29,0.187192,5102,4655
"2012-03-28",1,2,3,0.484167,0.48125,0.291671,5698,5886
"2012-03-29",1,2,3,0.494167,0.439167,0.31965,6133,5970
"2012-03-30",2,2,3,0.37,0.580833,0.138067,5459,5223
"2012-03-31",2,2,3,0.424167,0.738333,0.250617,6235,5587
"2012-04-01",2,2,4,0.425833,0.67625,0.172267,6041,4945
"2012-04-02",1,2,4,0.433913,0.504348,0.312139,5936,5824
"2012-04-03",1,2,4,0.466667,0.396667,0.100133,6772,6481
"2012-04-04",1,2,4,0.541667,0.469583,0.180975,6436,6551
"2012-04-05",1,2,4,0.435,0.374167,0.219529,6457,6154
"2012-04-06",1,2,4,0.403333,0.377083,0.300388,6460,5952
"2012-04-07",1,2,4,0.4375,0.254167,0.274871,6857,6385
"2012-04-08",1,2,4,0.5,0.275833,0.232596,5169,5871
"2012-04-09",1,2,4,0.489167,0.3175,0.358196,5585,5270
"2012-04-10",1,2,4,0.446667,0.435,0.249375,5918,6005
"2012-04-11",1,2,4,0.348696,0.469565,0.295274,4862,5043
"2012-04-12",1,2,4,0.3975,0.46625,0.290429,5409,5469
"2012-04-13",1,2,4,0.4425,0.408333,0.155471,6398,6114
"2012-04-14",1,2,4,0.495,0.502917,0.190917,7460,6874
"2012-04-15",1,2,4,0.606667,0.507917,0.225129,7132,6683
"2012-04-16",1,2,4,0.664167,0.561667,0.284829,6370,6357
"2012-04-17",1,2,4,0.608333,0.390417,0.273629,6691,6537
"2012-04-18",2,2,4,0.463333,0.569167,0.167912,4367,5034
"2012-04-19",1,2,4,0.498333,0.6125,0.0659292,6565,6521
"2012-04-20",1,2,4,0.526667,0.694583,0.149871,7290,6897
"2012-04-21",1,2,4,0.57,0.682917,0.283587,6624,6706
"2012-04-22",3,2,4,0.396667,0.835417,0.344546,1027,2863
"2012-04-23",2,2,4,0.321667,0.766667,0.303496,3214,3875
"2012-04-24",1,2,4,0.413333,0.454167,0.249383,5633,5680
"2012-04-25",1,2,4,0.476667,0.427917,0.118792,6196,6318
"2012-04-26",2,2,4,0.498333,0.756667,0.176625,5026,5258
"2012-04-27",1,2,4,0.4575,0.400833,0.347633,6233,5901
"2012-04-28",2,2,4,0.376667,0.489583,0.129975,4220,4607
"2012-04-29",1,2,4,0.458333,0.587083,0.116908,6304,6085
"2012-04-30",2,2,4,0.464167,0.57,0.171638,5572,5476
"2012-05-01",2,2,5,0.613333,0.659583,0.156096,5740,6028
"2012-05-02",1,2,5,0.564167,0.797083,0.138058,6169,6377
"2012-05-03",2,2,5,0.56,0.768333,0.133696,6421,6204
"2012-05-04",1,2,5,0.6275,0.735417,0.162938,6296,6671
"2012-05-05",2,2,5,0.621667,0.756667,0.152992,6883,6294
"2012-05-06",2,2,5,0.5625,0.74,0.149879,6359,6008
"2012-05-07",2,2,5,0.5375,0.664167,0.230721,6273,6097
"2012-05-08",2,2,5,0.581667,0.685833,0.296029,5728,5836
"2012-05-09",2,2,5,0.575,0.744167,0.216412,4717,5352
"2012-05-10",1,2,5,0.505833,0.552083,0.314063,6572,6525
"2012-05-11",1,2,5,0.533333,0.360417,0.236937,7030,6949
"2012-05-12",1,2,5,0.564167,0.480417,0.123133,7429,7332
"2012-05-13",1,2,5,0.6125,0.57625,0.225117,6118,6512
"2012-05-14",2,2,5,0.573333,0.789583,0.212692,2843,5152
"2012-05-15",2,2,5,0.611667,0.794583,0.147392,5115,5532
"2012-05-16",1,2,5,0.636667,0.697917,0.122512,7424,6976
"2012-05-17",1,2,5,0.593333,0.52,0.229475,7384,7111
"2012-05-18",1,2,5,0.564167,0.523333,0.136817,7639,7312
"2012-05-19",1,2,5,0.6,0.45625,0.083975,8294,7674
"2012-05-20",1,2,5,0.620833,0.530417,0.254367,7129,6837
"2012-05-21",2,2,5,0.598333,0.81125,0.233204,4359,4893
"2012-05-22",2,2,5,0.615,0.765833,0.118167,6073,5893
"2012-05-23",2,2,5,0.621667,0.774583,0.102,5260,6290
"2012-05-24",1,2,5,0.655,0.716667,0.172896,6770,6686
"2012-05-25",1,2,5,0.68,0.747083,0.14055,6734,6638
"2012-05-26",1,2,5,0.6925,0.7325,0.198992,6536,6616
"2012-05-27",1,2,5,0.69,0.697083,0.215171,6591,6272
"2012-05-28",1,2,5,0.7125,0.67625,0.196521,6043,6276
"2012-05-29",1,2,5,0.7225,0.684583,0.2954,5743,6148
"2012-05-30",2,2,5,0.656667,0.67,0.134329,6855,6663
"2012-05-31",1,2,5,0.68,0.492917,0.195279,7338,7067
"2012-06-01",2,2,6,0.654167,0.755417,0.237563,4127,5023
"2012-06-02",1,2,6,0.583333,0.549167,0.186562,8120,7603
"2012-06-03",1,2,6,0.6025,0.493333,0.184087,7641,6908
"2012-06-04",1,2,6,0.5975,0.487083,0.284833,6998,6871
"2012-06-05",2,2,6,0.540833,0.613333,0.209575,7001,6526
"2012-06-06",1,2,6,0.554167,0.61125,0.077125,7055,7033
"2012-06-07",1,2,6,0.6025,0.567083,0.15735,7494,7278
"2012-06-08",1,2,6,0.649167,0.467917,0.175383,7736,7448
"2012-06-09",1,2,6,0.710833,0.437083,0.144287,7498,7310
"2012-06-10",1,2,6,0.726667,0.538333,0.133721,6598,6720
"2012-06-11",2,2,6,0.720833,0.587917,0.207713,6664,6466
"2012-06-12",2,2,6,0.653333,0.833333,0.214546,4972,4991
"2012-06-13",1,2,6,0.655833,0.582083,0.343279,7421,6905
"2012-06-14",1,2,6,0.648333,0.569583,0.253733,7363,7180
"2012-06-15",1,2,6,0.639167,0.589583,0.176617,7665,7410
"2012-06-16",1,2,6,0.631667,0.504167,0.166667,7702,7515
"2012-06-17",1,2,6,0.5925,0.59875,0.144904,6978,6796
"2012-06-18",2,2,6,0.568333,0.777917,0.174746,5099,5362
"2012-06-19",1,2,6,0.688333,0.69,0.148017,6825,6758
"2012-06-20",1,2,6,0.7825,0.592083,0.113812,6211,6473
"2012-06-21",1,3,6,0.805833,0.567917,0.118787,5905,6115
"2012-06-22",1,3,6,0.7775,0.57375,0.182842,5823,6257
"2012-06-23",1,3,6,0.731667,0.534583,0.179721,7458,7231
"2012-06-24",1,3,6,0.743333,0.479167,0.145525,6891,6761
"2012-06-25",1,3,6,0.715833,0.504167,0.300383,6779,6758
"2012-06-26",1,3,6,0.630833,0.373333,0.347642,7442,6906
"2012-06-27",1,3,6,0.6975,0.36,0.271775,7335,7251
"2012-06-28",1,3,6,0.749167,0.4225,0.17165,6879,6871
"2012-06-29",1,3,6,0.834167,0.48875,0.165417,5463,5887
"2012-06-30",1,3,6,0.765,0.60125,0.161071,5687,6337
"2012-07-01",1,3,7,0.815833,0.51875,0.168529,5531,5816
"2012-07-02",1,3,7,0.781667,0.447083,0.195267,6227,6359
"2012-07-03",1,3,7,0.780833,0.492083,0.126237,6660,6581
"2012-07-04",1,3,7,0.789167,0.53875,0.13495,7403,6802
"2012-07-05",1,3,7,0.8275,0.457917,0.194029,6241,6140
"2012-07-06",1,3,7,0.828333,0.450833,0.146142,6207,6151
"2012-07-07",1,3,7,0.861667,0.492083,0.163554,4840,5544
"2012-07-08",1,3,7,0.8225,0.57375,0.125629,4672,5558
"2012-07-09",2,3,7,0.710833,0.683333,0.180975,6569,6469
"2012-07-10",2,3,7,0.720833,0.6675,0.151737,6290,6439
"2012-07-11",1,3,7,0.716667,0.633333,0.151733,7264,7122
"2012-07-12",1,3,7,0.715833,0.529583,0.146775,7446,7160
"2012-07-13",2,3,7,0.731667,0.485833,0.08085,7499,7173
"2012-07-14",2,3,7,0.703333,0.699167,0.143679,6969,6491
"2012-07-15",1,3,7,0.745833,0.717917,0.166667,6031,6297
"2012-07-16",1,3,7,0.763333,0.645,0.164187,6830,6718
"2012-07-17",1,3,7,0.818333,0.505833,0.114429,6786,6329
"2012-07-18",1,3,7,0.793333,0.577083,0.137442,5713,6241
"2012-07-19",1,3,7,0.77,0.600417,0.165429,6591,6660
"2012-07-20",2,3,7,0.665833,0.844167,0.208967,5870,5583
"2012-07-21",3,3,7,0.595833,0.865417,0.2133,4459,4322
"2012-07-22",2,3,7,0.6675,0.7625,0.0939208,7410,6631
"2012-07-23",1,3,7,0.741667,0.694167,0.138683,6966,6830
"2012-07-24",1,3,7,0.750833,0.655,0.211454,7592,6541
"2012-07-25",1,3,7,0.724167,0.45,0.1648,8173,7352
"2012-07-26",1,3,7,0.776667,0.596667,0.284813,6861,6672
"2012-07-27",1,3,7,0.781667,0.594583,0.152992,6904,6684
"2012-07-28",1,3,7,0.755833,0.613333,0.15735,6685,6684
"2012-07-29",1,3,7,0.721667,0.62375,0.170396,6597,6560
"2012-07-30",1,3,7,0.730833,0.66875,0.153617,7105,6896
"2012-07-31",1,3,7,0.713333,0.704167,0.165425,7216,6818
"2012-08-01",1,3,8,0.7175,0.6775,0.141179,7580,7333
"2012-08-02",1,3,8,0.7525,0.659583,0.129354,7261,7085
"2012-08-03",2,3,8,0.765833,0.6425,0.215792,7175,6437
"2012-08-04",1,3,8,0.793333,0.613333,0.257458,6824,6560
"2012-08-05",1,3,8,0.769167,0.6525,0.290421,5464,6464
"2012-08-06",2,3,8,0.7525,0.654167,0.129354,7013,6835
"2012-08-07",2,3,8,0.735833,0.70375,0.116908,7273,6407
"2012-08-08",2,3,8,0.75,0.672917,0.1107,7534,7151
"2012-08-09",1,3,8,0.755833,0.620417,0.1561,7286,6986
"2012-08-10",2,3,8,0.715833,0.715833,0.238813,5786,5980
"2012-08-11",2,3,8,0.6925,0.732917,0.206479,6299,6212
"2012-08-12",1,3,8,0.700833,0.530417,0.122512,6544,6739
"2012-08-13",1,3,8,0.720833,0.545417,0.136212,6883,6880
"2012-08-14",1,3,8,0.726667,0.686667,0.169158,6784,6879
"2012-08-15",1,3,8,0.706667,0.619583,0.169771,7347,7283
"2012-08-16",1,3,8,0.719167,0.519167,0.141796,7605,7289
"2012-08-17",1,3,8,0.723333,0.570833,0.231354,7148,7002
"2012-08-18",1,3,8,0.678333,0.603333,0.177867,7865,7411
"2012-08-19",2,3,8,0.635833,0.711667,0.08645,4549,5681
"2012-08-20",2,3,8,0.635833,0.734167,0.129979,6530,6316
"2012-08-21",1,3,8,0.649167,0.67375,0.0727708,7006,6954
"2012-08-22",1,3,8,0.6675,0.677083,0.0702833,7375,7219
"2012-08-23",1,3,8,0.695833,0.635833,0.0845958,7765,7110
"2012-08-24",2,3,8,0.7025,0.615,0.0721458,7582,7225
"2012-08-25",2,3,8,0.661667,0.712917,0.244408,6053,6078
"2012-08-26",2,3,8,0.653333,0.845833,0.228858,5255,5177
"2012-08-27",1,3,8,0.703333,0.730417,0.128733,6917,6655
"2012-08-28",1,3,8,0.728333,0.62,0.190925,7040,6936
"2012-08-29",1,3,8,0.685,0.552083,0.112562,7697,7207
"2012-08-30",1,3,8,0.706667,0.590417,0.0771167,7713,7085
"2012-08-31",1,3,8,0.764167,0.5875,0.168533,7350,7054
"2012-09-01",2,3,9,0.753333,0.638333,0.113187,6140,6918
"2012-09-02",2,3,9,0.696667,0.815,0.0640708,5810,5874
"2012-09-03",1,3,9,0.7075,0.790833,0.151121,6034,6268
"2012-09-04",1,3,9,0.725833,0.755,0.236321,6864,6650
"2012-09-05",1,3,9,0.736667,0.74125,0.187808,7112,6882
"2012-09-06",2,3,9,0.696667,0.810417,0.142421,6203,6132
"2012-09-07",1,3,9,0.703333,0.73625,0.171646,7504,6863
"2012-09-08",2,3,9,0.659167,0.799167,0.281104,5976,5873
"2012-09-09",1,3,9,0.61,0.5475,0.224496,8227,7646
"2012-09-10",1,3,9,0.583333,0.50375,0.258713,7525,7267
"2012-09-11",1,3,9,0.5775,0.52,0.0920542,7767,7245
"2012-09-12",1,3,9,0.599167,0.577083,0.131846,7870,7410
"2012-09-13",1,3,9,0.6125,0.637083,0.0827208,7804,7290
"2012-09-14",1,3,9,0.633333,0.6725,0.103863,8009,7754
"2012-09-15",1,3,9,0.608333,0.501667,0.247521,8714,8032
"2012-09-16",1,3,9,0.58,0.57,0.0901833,7333,7246
"2012-09-17",2,3,9,0.580833,0.734583,0.151742,6869,6426
"2012-09-18",2,3,9,0.623333,0.8725,0.357587,4073,4199
"2012-09-19",1,3,9,0.5525,0.536667,0.215175,7591,7550
"2012-09-20",1,3,9,0.546667,0.618333,0.118167,7720,7207
"2012-09-21",1,3,9,0.599167,0.66875,0.154229,8167,7758
"2012-09-22",1,3,9,0.65,0.646667,0.283583,8395,7909
"2012-09-23",1,4,9,0.529167,0.467083,0.223258,7907,7411
"2012-09-24",1,4,9,0.514167,0.492917,0.142404,7436,7143
"2012-09-25",1,4,9,0.55,0.57,0.236321,7538,7404
"2012-09-26",1,4,9,0.635,0.630833,0.2444,7733,7570
"2012-09-27",2,4,9,0.65,0.690833,0.134342,7393,7083
"2012-09-28",2,4,9,0.619167,0.69,0.164179,7415,7059
"2012-09-29",1,4,9,0.5425,0.542917,0.227604,8555,7626
"2012-09-30",1,4,9,0.526667,0.583333,0.134958,6889,7070
"2012-10-01",2,4,10,0.520833,0.649167,0.0908042,6778,6753
"2012-10-02",3,4,10,0.590833,0.871667,0.104475,4639,4409
"2012-10-03",2,4,10,0.6575,0.79375,0.0665458,7572,7019
"2012-10-04",2,4,10,0.6575,0.722917,0.117546,7328,7204
"2012-10-05",1,4,10,0.615,0.6275,0.10635,8156,7719
"2012-10-06",1,4,10,0.554167,0.664167,0.268025,7965,7594
"2012-10-07",2,4,10,0.415833,0.708333,0.141162,3510,4411
"2012-10-08",2,4,10,0.383333,0.709583,0.189679,5478,5019
"2012-10-09",2,4,10,0.446667,0.761667,0.1903,6392,5653
"2012-10-10",1,4,10,0.514167,0.630833,0.187821,7691,7348
"2012-10-11",1,4,10,0.435,0.463333,0.181596,7570,6205
"2012-10-12",1,4,10,0.4375,0.539167,0.235092,7282,6747
"2012-10-13",1,4,10,0.393333,0.494583,0.146142,7109,5591
"2012-10-14",1,4,10,0.521667,0.640417,0.278612,6639,6935
"2012-10-15",2,4,10,0.561667,0.7075,0.296037,5875,5920
"2012-10-16",1,4,10,0.468333,0.558333,0.182221,7534,7147
"2012-10-17",1,4,10,0.455833,0.692917,0.101371,7461,6451
"2012-10-18",2,4,10,0.5225,0.728333,0.236937,7509,6675
"2012-10-19",2,4,10,0.563333,0.815,0.134954,5424,5963
"2012-10-20",1,4,10,0.484167,0.572917,0.117537,8090,7534
"2012-10-21",1,4,10,0.464167,0.51,0.166054,6824,6629
"2012-10-22",1,4,10,0.4875,0.568333,0.0814833,7058,6924
"2012-10-23",1,4,10,0.544167,0.641667,0.0945458,7466,7295
"2012-10-24",1,4,10,0.5875,0.63625,0.0727792,7693,7486
"2012-10-25",2,4,10,0.55,0.800417,0.124375,7359,7028
"2012-10-26",2,4,10,0.545833,0.807083,0.132467,7444,6842
"2012-10-27",2,4,10,0.53,0.72,0.235692,7852,6398
"2012-10-28",2,4,10,0.4775,0.694583,0.398008,4459,5285
"2012-10-29",3,4,10,0.44,0.88,0.3582,22,1664
"2012-10-30",2,4,10,0.318182,0.825455,0.213009,1096,2746
"2012-10-31",2,4,10,0.3575,0.666667,0.166667,5566,5189
"2012-11-01",2,4,11,0.365833,0.581667,0.157346,5986,5442
"2012-11-02",1,4,11,0.355,0.522083,0.266175,5847,5640
"2012-11-03",2,4,11,0.343333,0.49125,0.270529,5138,5085
"2012-11-04",1,4,11,0.325833,0.532917,0.179108,5107,4897
"2012-11-05",1,4,11,0.319167,0.494167,0.236325,5259,5170
"2012-11-06",1,4,11,0.280833,0.567083,0.173513,5686,4682
"2012-11-07",2,4,11,0.295833,0.5475,0.304108,5035,5002
"2012-11-08",1,4,11,0.352174,0.333478,0.347835,5315,4923
"2012-11-09",1,4,11,0.361667,0.540833,0.214558,5992,5722
"2012-11-10",1,4,11,0.389167,0.645417,0.0578458,6536,5738
"2012-11-11",1,4,11,0.420833,0.659167,0.1275,6852,5808
"2012-11-12",1,4,11,0.485,0.741667,0.173517,6269,6062
"2012-11-13",2,4,11,0.343333,0.662917,0.342046,4094,4716
"2012-11-14",1,4,11,0.289167,0.552083,0.199625,5495,5242
"2012-11-15",2,4,11,0.321667,0.620417,0.152987,5445,5200
"2012-11-16",1,4,11,0.345,0.524583,0.171025,5698,5531
"2012-11-17",1,4,11,0.325,0.545417,0.179729,5629,5170
"2012-11-18",1,4,11,0.3425,0.692917,0.227612,4669,4792
"2012-11-19",2,4,11,0.380833,0.623333,0.235067,5499,5392
"2012-11-20",2,4,11,0.374167,0.685,0.082725,5634,4910
"2012-11-21",1,4,11,0.353333,0.61375,0.103246,5146,5240
"2012-11-22",1,4,11,0.34,0.580417,0.0528708,2425,4158
"2012-11-23",1,4,11,0.368333,0.56875,0.148021,3910,5542
"2012-11-24",1,4,11,0.278333,0.404583,0.376871,2277,3245
"2012-11-25",1,4,11,0.245833,0.468333,0.1505,2424,3509
"2012-11-26",1,4,11,0.313333,0.535417,0.04665,5087,4771
"2012-11-27",2,4,11,0.291667,0.786667,0.237562,3959,4139
"2012-11-28",1,4,11,0.296667,0.50625,0.210821,5260,5239
"2012-11-29",1,4,11,0.28087,0.555652,0.115522,5323,4806
"2012-11-30",1,4,11,0.298333,0.649583,0.0584708,5668,5342
"2012-12-01",2,4,12,0.298333,0.806667,0.0597042,5191,4730
"2012-12-02",2,4,12,0.3475,0.823333,0.124379,4649,4053
"2012-12-03",1,4,12,0.4525,0.7675,0.0827208,6234,5380
"2012-12-04",1,4,12,0.475833,0.73375,0.174129,6606,6165
"2012-12-05",1,4,12,0.438333,0.485,0.324021,5729,5590
"2012-12-06",1,4,12,0.255833,0.50875,0.174754,5375,4763
"2012-12-07",2,4,12,0.320833,0.764167,0.1306,5008,4859
"2012-12-08",2,4,12,0.381667,0.91125,0.101379,5582,4809
"2012-12-09",2,4,12,0.384167,0.905417,0.157975,3228,3945
"2012-12-10",2,4,12,0.435833,0.925,0.190308,5170,4688
"2012-12-11",2,4,12,0.353333,0.596667,0.296037,5501,5132
"2012-12-12",2,4,12,0.2975,0.538333,0.162937,5319,5054
"2012-12-13",1,4,12,0.295833,0.485833,0.174129,5532,5219
"2012-12-14",1,4,12,0.281667,0.642917,0.131229,5611,5199
"2012-12-15",1,4,12,0.324167,0.650417,0.10635,5047,5079
"2012-12-16",2,4,12,0.3625,0.83875,0.100742,3786,4053
"2012-12-17",2,4,12,0.393333,0.907083,0.0982583,4585,4372
"2012-12-18",1,4,12,0.410833,0.66625,0.221404,5557,5248
"2012-12-19",1,4,12,0.3325,0.625417,0.184092,5267,5178
"2012-12-20",2,4,12,0.33,0.667917,0.132463,4128,4630
"2012-12-21",2,1,12,0.326667,0.556667,0.374383,3623,3362
"2012-12-22",1,1,12,0.265833,0.44125,0.407346,1749,2528
"2012-12-23",1,1,12,0.245833,0.515417,0.133083,1787,2638
"2012-12-24",2,1,12,0.231304,0.791304,0.0772304,920,1803
"2012-12-25",2,1,12,0.291304,0.734783,0.168726,1013,2153
"2012-12-26",3,1,12,0.243333,0.823333,0.316546,441,1349
"2012-12-27",2,1,12,0.254167,0.652917,0.350133,2114,2409
"2012-12-28",2,1,12,0.253333,0.59,0.155471,3095,2880
"2012-12-29",2,1,12,0.253333,0.752917,0.124383,1341,1968
"2012-12-30",1,1,12,0.255833,0.483333,0.350754,1796,2319
"2012-12-31",2,1,12,0.215833,0.5775,0.154846,2729,2580
